r_um,h_waves_633nm,thickness_um
1.333333333333333258e+03,1.424470577658859538e+00,1.803379751316116275e+00
1.337337337337337203e+03,8.901222627965945655e-01,1.126894784700488650e+00
1.341341341341341376e+03,7.629587587032821139e-01,9.659057885183550685e-01
1.345345345345345095e+03,8.474807613581594179e-01,1.072910643879430026e+00
1.349349349349349268e+03,8.040210872819835153e-01,1.017890696498991110e+00
1.353353353353353441e+03,5.344361402121815541e-01,6.765961535086217893e-01
1.357357357357357159e+03,2.941792881338296528e-01,3.724309787774283675e-01
1.361361361361361332e+03,4.175138005720602230e-01,5.285724715242282601e-01
1.365365365365365278e+03,9.366159032815913887e-01,1.185755733554494595e+00
1.369369369369369451e+03,1.487892544089437052e+00,1.883671960817227431e+00
1.373373373373373170e+03,1.618301406151137378e+00,2.048769580187340011e+00
1.377377377377377343e+03,1.207551061963246575e+00,1.528759644445470078e+00
1.381381381381381289e+03,5.990957567275211337e-01,7.584552280170417937e-01
1.385385385385385234e+03,3.050498110369417315e-01,3.861930607727682707e-01
1.389389389389389180e+03,5.543257675182663435e-01,7.017764216781251507e-01
1.393393393393393353e+03,1.101124139354077602e+00,1.394023160422262375e+00
1.397397397397397299e+03,1.464323796213124584e+00,1.853833926005815647e+00
1.401401401401401245e+03,1.366700954190162465e+00,1.730243408004745742e+00
1.405405405405405418e+03,9.665263395852989881e-01,1.223622345914988641e+00
1.409409409409409363e+03,6.806727623116826109e-01,8.617317170865901321e-01
1.413413413413413309e+03,7.821630497400303694e-01,9.902184209708784213e-01
1.417417417417417255e+03,1.153403918989288623e+00,1.460209361440439446e+00
1.421421421421421428e+03,1.414438261386383733e+00,1.790678838915161775e+00
1.425425425425425374e+03,1.290124743809785368e+00,1.633297925663188321e+00
1.429429429429429319e+03,8.677454160971831421e-01,1.098565696779033818e+00
1.433433433433433265e+03,5.139056325125611613e-01,6.506045307609025219e-01
1.437437437437437438e+03,5.408891804043901574e-01,6.847657023919578867e-01
1.441441441441441157e+03,9.338997938943991439e-01,1.182317139070309331e+00
1.445445445445445330e+03,1.378325457215950456e+00,1.744960028835393251e+00
1.449449449449449503e+03,1.544988277637765917e+00,1.955955159489411788e+00
1.453453453453453449e+03,1.367280802345265833e+00,1.730977495769106644e+00
1.457457457457457394e+03,1.071517303075816940e+00,1.356540905693984334e+00
1.461461461461461340e+03,9.558784613383362050e-01,1.210142132054333519e+00
1.465465465465465513e+03,1.130699260076183155e+00,1.431465263256447962e+00
1.469469469469469232e+03,1.445591294068548693e+00,1.830118578290782727e+00
1.473473473473473405e+03,1.646079014585329681e+00,2.083936032465027566e+00
1.477477477477477350e+03,1.601981672081452146e+00,2.028108796855118356e+00
1.481481481481481296e+03,1.405634099533231041e+00,1.779532770009070619e+00
1.485485485485485242e+03,1.270382847027892836e+00,1.608304684337312329e+00
1.489489489489489415e+03,1.335897626452474896e+00,1.691246395088833232e+00
1.493493493493493588e+03,1.553150601664860408e+00,1.966288661707713326e+00
1.497497497497497307e+03,1.736692180639324068e+00,2.198652300689384553e+00
1.501501501501501480e+03,1.725059188459589166e+00,2.183924932589840218e+00
1.505505505505505425e+03,1.509967690124444317e+00,1.911619095697546511e+00
1.509509509509509371e+03,1.236545771690173767e+00,1.565466946959759964e+00
1.513513513513513317e+03,1.089001066858978017e+00,1.378675350643466135e+00
1.517517517517517490e+03,1.160069051194398071e+00,1.468647418812107919e+00
1.521521521521521436e+03,1.398959524096800022e+00,1.771082757506548866e+00
1.525525525525525381e+03,1.660402434575065644e+00,2.102069482172033155e+00
1.529529529529529327e+03,1.803819665187038179e+00,2.283635696126790737e+00
1.533533533533533500e+03,1.770047292034693021e+00,2.240879871715921290e+00
1.537537537537537219e+03,1.595912465365539656e+00,2.020425181152773142e+00
1.541541541541541392e+03,1.376450417351115840e+00,1.742586228366512779e+00
1.545545545545545565e+03,1.211239522912283206e+00,1.533429236006950580e+00
1.549549549549549511e+03,1.164545652440271972e+00,1.474314795989384530e+00
1.553553553553553456e+03,1.246900849522594168e+00,1.578576475495604203e+00
1.557557557557557402e+03,1.412653528487791910e+00,1.788419367065544607e+00
1.561561561561561575e+03,1.571670683867556040e+00,1.989735085776325851e+00
1.565565565565565294e+03,1.621109692692328075e+00,2.052324870948487145e+00
1.569569569569569467e+03,1.497510145047171060e+00,1.895847843629718588e+00
1.573573573573573412e+03,1.228033377721193808e+00,1.554690256195031317e+00
1.577577577577577586e+03,9.415501500484813047e-01,1.192002489961377254e+00
1.581581581581581304e+03,8.108858213217176036e-01,1.026581449793294354e+00
1.585585585585585477e+03,9.427534174438343406e-01,1.193525826483894159e+00
1.589589589589589650e+03,1.283798036100753270e+00,1.625288313703553644e+00
1.593593593593593368e+03,1.623083472074314582e+00,2.054823675646082037e+00
1.597597597597597542e+03,1.716950866192347824e+00,2.173659796599512362e+00
1.601601601601601487e+03,1.467975942742245632e+00,1.858457543511683019e+00
1.605605605605605660e+03,1.027226329699963969e+00,1.300468533400154447e+00
1.609609609609609379e+03,7.216400945733764116e-01,9.135963597298946137e-01
1.613613613613613552e+03,8.311603949325306884e-01,1.052249059984583957e+00
1.617617617617617498e+03,1.367391603477645656e+00,1.731117770002699396e+00
1.621621621621621443e+03,2.029174459314572410e+00,2.568934865492248587e+00
1.625625625625625389e+03,2.392553149139931890e+00,3.028972286811153491e+00
1.629629629629629562e+03,2.211169123118073454e+00,2.799340109867480830e+00
1.633633633633633735e+03,1.602331122229238236e+00,2.028551200742215510e+00
1.637637637637637454e+03,9.673643415152732850e-01,1.224683256358335859e+00
1.641641641641641627e+03,6.974655572974071127e-01,8.829913955385174651e-01
1.645645645645645573e+03,8.892918560138717288e-01,1.125843489713561629e+00
1.649649649649649518e+03,1.292259888752288255e+00,1.636001019160397085e+00
1.653653653653653464e+03,1.526228421950021730e+00,1.932205182188727610e+00
1.657657657657657637e+03,1.390913644442951957e+00,1.760896673864777329e+00
1.661661661661661583e+03,1.017100267216765053e+00,1.287648938296424461e+00
1.665665665665665529e+03,7.439757414321799267e-01,9.418732886531397952e-01
1.669669669669669474e+03,8.329044148814528370e-01,1.054456989239919373e+00
1.673673673673673647e+03,1.255770357612596699e+00,1.589805272737547348e+00
1.677677677677677593e+03,1.723115411800787200e+00,2.181464111339796563e+00
1.681681681681681539e+03,1.913979448630222180e+00,2.423097981965861347e+00
1.685685685685685712e+03,1.711876679277382740e+00,2.167235875965166425e+00
1.689689689689689658e+03,1.265698463576489852e+00,1.602374254887836136e+00
1.693693693693693604e+03,8.520658208837905701e-01,1.078715329238878917e+00
1.697697697697697549e+03,6.712206965514554424e-01,8.497654018341426196e-01
1.701701701701701722e+03,7.357093541235234513e-01,9.314080423203807690e-01
1.705705705705705441e+03,9.089859181819996969e-01,1.150776172418411569e+00
1.709709709709709614e+03,1.027511635586316974e+00,1.300829730652277361e+00
1.713713713713713560e+03,1.000344839817681519e+00,1.266436567209184849e+00
1.717717717717717733e+03,8.347723007181591104e-01,1.056821732709189332e+00
1.721721721721721451e+03,6.098538468553231784e-01,7.720749701188391878e-01
1.725725725725725624e+03,4.399245459579045336e-01,5.569444751827070661e-01
1.729729729729729797e+03,4.388669674982810243e-01,5.556055808528238549e-01
1.733733733733733516e+03,6.715438990869957436e-01,8.501745762441366150e-01
1.737737737737737689e+03,1.099581508442632583e+00,1.392070189688372928e+00
1.741741741741741635e+03,1.566780666391325516e+00,1.983544323651418084e+00
1.745745745745745580e+03,1.865090048063049233e+00,2.361204000847820339e+00
1.749749749749749526e+03,1.858919734959703751e+00,2.353392384458985021e+00
1.753753753753753699e+03,1.579594060537228950e+00,1.999766080640132060e+00
1.757757757757757645e+03,1.207158147067722398e+00,1.528262214187736667e+00
1.761761761761761591e+03,9.437522471606851759e-01,1.194790344905427570e+00
1.765765765765765536e+03,8.769067176679643527e-01,1.110163904567642801e+00
1.769769769769769709e+03,9.421459630505578664e-01,1.192756789222006342e+00
1.773773773773773655e+03,1.007270679726762541e+00,1.275204680534081536e+00
1.777777777777777601e+03,9.950174042208368430e-01,1.259692033743579520e+00
1.781781781781781774e+03,9.346212921688146213e-01,1.183230555885719459e+00
1.785785785785785720e+03,9.073824870394705533e-01,1.148746228591969842e+00
1.789789789789789666e+03,9.515871486345099939e-01,1.204709330171289672e+00
1.793793793793793611e+03,1.022427767761075801e+00,1.294393553985522027e+00
1.797797797797797784e+03,1.040157326253068781e+00,1.316839175036385035e+00
1.801801801801801503e+03,9.722769258009500426e-01,1.230902588064002767e+00
1.805805805805805676e+03,8.688131588580322306e-01,1.099917459114268858e+00
1.809809809809809622e+03,8.223940955505745221e-01,1.041150924967027436e+00
1.813813813813813795e+03,8.968281032578937495e-01,1.135384378724493493e+00
1.817817817817817740e+03,1.088178862086533361e+00,1.377634439401551170e+00
1.821821821821821686e+03,1.340605076150485742e+00,1.697206026406514967e+00
1.825825825825825859e+03,1.587751124598649088e+00,2.010092923741889859e+00
1.829829829829829578e+03,1.781102441510223677e+00,2.254875690951943401e+00
1.833833833833833751e+03,1.896671607609699661e+00,2.401186255233879852e+00
1.837837837837837696e+03,1.935716027638242354e+00,2.450616490990014995e+00
1.841841841841841870e+03,1.925746460700831886e+00,2.437995019247253037e+00
1.845845845845845588e+03,1.906766924885484382e+00,2.413966926905023236e+00
1.849849849849849761e+03,1.894706973956691964e+00,2.398699029029172092e+00
1.853853853853853707e+03,1.850641336993924746e+00,2.342911932634308858e+00
1.857857857857857653e+03,1.702860451338919612e+00,2.155821331395072260e+00
1.861861861861861598e+03,1.428443703524445052e+00,1.808409728661947380e+00
1.865865865865865771e+03,1.127933830881383770e+00,1.427964229895831938e+00
1.869869869869869945e+03,1.001393503205927349e+00,1.267764175058703868e+00
1.873873873873873663e+03,1.206233134929290740e+00,1.527091148820482136e+00
1.877877877877877836e+03,1.696959837836062412e+00,2.148351154700455456e+00
1.881881881881881782e+03,2.196986589258949962e+00,2.781385022001830798e+00
1.885885885885885727e+03,2.362899537278364548e+00,2.991430814194409926e+00
1.889889889889889673e+03,2.034176460596212266e+00,2.575267399114804956e+00
1.893893893893893846e+03,1.367744503184274762e+00,1.731564541031291871e+00
1.897897897897897792e+03,7.361354333447458487e-01,9.319474586144482764e-01
1.901901901901901738e+03,4.626412063289506715e-01,5.857037672124516536e-01
1.905905905905905684e+03,6.052668260614941786e-01,7.662678017938516772e-01
1.909909909909909857e+03,9.564870766189887963e-01,1.210912638999639857e+00
1.913913913913913802e+03,1.238016482913919303e+00,1.567328867369021772e+00
1.917917917917917748e+03,1.310648974135312672e+00,1.659281601255305993e+00
1.921921921921921921e+03,1.229447901034703694e+00,1.556481042709934925e+00
1.925925925925925867e+03,1.132338393362592122e+00,1.433540405997041578e+00
1.929929929929929813e+03,1.098105369325053537e+00,1.390201397565517860e+00
1.933933933933933758e+03,1.111495223399230348e+00,1.407152952823425673e+00
1.937937937937937932e+03,1.142671449188502386e+00,1.446622054672644042e+00
1.941941941941941650e+03,1.227107714881205291e+00,1.553518367039605774e+00
1.945945945945945823e+03,1.441793361950810093e+00,1.825310396229725685e+00
1.949949949949949769e+03,1.796309299606749788e+00,2.274127573302145322e+00
1.953953953953953715e+03,2.160264372370320984e+00,2.734894695420826416e+00
1.957957957957957888e+03,2.323304524934842963e+00,2.941303528567511538e+00
1.961961961961961833e+03,2.154823334980475735e+00,2.728006342085282476e+00
1.965965965965965779e+03,1.726414516116821618e+00,2.185640777403896173e+00
1.969969969969969952e+03,1.283457964523403438e+00,1.624857783086628871e+00
1.973973973973973898e+03,1.080513517969031057e+00,1.367930113748793364e+00
1.977977977977977844e+03,1.208904458113285729e+00,1.530473043971419589e+00
1.981981981981981789e+03,1.545577481939466979e+00,1.956701092135365139e+00
1.985985985985985963e+03,1.849962565312699869e+00,2.342052607685878307e+00
1.989989989989989908e+03,1.926011016474432402e+00,2.438329946856631736e+00
1.993993993993993854e+03,1.735321075950475800e+00,2.196916482153302486e+00
1.997997997997997572e+03,1.399971911022013682e+00,1.772364439353869336e+00
2.002002002002001973e+03,1.112038316900073598e+00,1.407840509195493306e+00
2.006006006006005919e+03,1.014266158125597173e+00,1.284060956187005997e+00
2.010010010010009864e+03,1.119458928443567425e+00,1.417235003409556215e+00
2.014014014014014037e+03,1.310446871409728598e+00,1.659025739204716521e+00
2.018018018018017983e+03,1.421694587395688991e+00,1.799865347642942259e+00
2.022022022022021929e+03,1.355840406763749284e+00,1.716493954962906798e+00
2.026026026026025647e+03,1.156046684342465269e+00,1.463555102377561257e+00
2.030030030030030048e+03,9.728364866969740898e-01,1.231610992158369111e+00
2.034034034034033994e+03,9.403114027940719932e-01,1.190434235937295249e+00
2.038038038038037939e+03,1.060026703819780813e+00,1.341993807035842590e+00
2.042042042042041658e+03,1.200090705603187091e+00,1.519314833293634814e+00
2.046046046046046058e+03,1.222846837331490022e+00,1.548124096061666233e+00
2.050050050050049776e+03,1.129556107374037888e+00,1.430018031935532008e+00
2.054054054054053722e+03,1.077470541544748528e+00,1.364077705595651668e+00
2.058058058058058123e+03,1.234306558064119042e+00,1.562632102509174725e+00
2.062062062062062068e+03,1.597125752504020335e+00,2.021961202670089719e+00
2.066066066066066014e+03,1.957004512964814591e+00,2.477567713413455497e+00
2.070070070070069960e+03,2.066316107896684073e+00,2.615956192597202357e+00
2.074074074074073906e+03,1.867081886286639403e+00,2.363725668038885619e+00
2.078078078078077851e+03,1.561127086608123493e+00,1.976386891645884436e+00
2.082082082082081797e+03,1.437894339479499628e+00,1.820374233781046458e+00
2.086086086086085743e+03,1.607681717904530627e+00,2.035325054867135997e+00
2.090090090090090143e+03,1.891946175871360936e+00,2.395203858653143225e+00
2.094094094094094089e+03,1.984818884119906368e+00,2.512780707295801719e+00
2.098098098098098035e+03,1.742472882047154670e+00,2.205970668671698220e+00
2.102102102102101981e+03,1.327798633408338258e+00,1.680993069894956227e+00
2.106106106106105926e+03,1.069428006182734592e+00,1.353895855827341954e+00
2.110110110110109872e+03,1.165388512478404248e+00,1.475381856797659763e+00
2.114114114114113818e+03,1.510122443476038079e+00,1.911815013440664401e+00
2.118118118118118218e+03,1.803333180123362744e+00,2.283019806036177268e+00
2.122122122122122164e+03,1.827794864874505709e+00,2.313988298931124010e+00
2.126126126126126110e+03,1.627399524986834933e+00,2.060287798633333001e+00
2.130130130130129601e+03,1.426542538927732862e+00,1.806002854282509729e+00
2.134134134134134001e+03,1.391996438468713793e+00,1.762267491101391803e+00
2.138138138138137947e+03,1.485691630298518140e+00,1.880885603957924035e+00
2.142142142142141893e+03,1.547449887417741810e+00,1.959071557470861036e+00
2.146146146146146293e+03,1.500211362173821117e+00,1.899267584512057683e+00
2.150150150150150239e+03,1.444434541231283342e+00,1.828654129198804767e+00
2.154154154154154185e+03,1.533060326501274329e+00,1.940854373350613615e+00
2.158158158158157676e+03,1.761787620168500546e+00,2.230423127133321692e+00
2.162162162162162076e+03,1.913784127311898065e+00,2.422850705176863073e+00
2.166166166166166022e+03,1.747107577389543698e+00,2.211838192975162709e+00
2.170170170170169968e+03,1.255714391913627548e+00,1.589734420162652428e+00
2.174174174174173913e+03,7.362614186727213239e-01,9.321069560396652021e-01
2.178178178178178314e+03,5.643579275246064508e-01,7.144771362461517228e-01
2.182182182182182260e+03,8.654946375163061756e-01,1.095716211095643544e+00
2.186186186186185751e+03,1.381854374630522075e+00,1.749427638282240904e+00
2.190190190190190151e+03,1.668057635328153543e+00,2.111760966325442190e+00
2.194194194194194097e+03,1.452497830245953914e+00,1.838862253091377852e+00
2.198198198198198043e+03,8.538468066072300022e-01,1.080970057164753140e+00
2.202202202202201988e+03,2.762549459601038038e-01,3.497387615854914422e-01
2.206206206206206389e+03,8.866917173016175546e-02,1.122551714103847825e-01
2.210210210210210334e+03,3.636909367917220415e-01,4.604327259783201343e-01
2.214214214214213825e+03,8.712651552718693182e-01,1.103021686574186644e+00
2.218218218218217771e+03,1.290669318722353687e+00,1.633987357502499904e+00
2.222222222222222172e+03,1.440201271548295026e+00,1.823294809780141579e+00
2.226226226226226117e+03,1.354178861771006437e+00,1.714390439002094313e+00
2.230230230230230063e+03,1.195897755064384338e+00,1.514006557911510509e+00
2.234234234234234009e+03,1.119357514786454955e+00,1.417106613719651964e+00
2.238238238238238409e+03,1.188418858319648219e+00,1.504538274632674533e+00
2.242242242242241900e+03,1.375528740981280418e+00,1.741419386082301068e+00
2.246246246246245846e+03,1.599074178091569376e+00,2.024427909463926589e+00
2.250250250250250247e+03,1.764455567883649101e+00,2.233800748940699687e+00
2.254254254254254192e+03,1.805674369976306926e+00,2.285983752390004398e+00
2.258258258258258138e+03,1.724582434398288511e+00,2.183321361948233452e+00
2.262262262262262084e+03,1.599330565028214357e+00,2.024752495325719437e+00
2.266266266266266484e+03,1.535188812789602508e+00,1.943549036991636836e+00
2.270270270270269975e+03,1.581195471034512412e+00,2.001793466329692794e+00
2.274274274274273921e+03,1.684797447972339546e+00,2.132953569132981730e+00
2.278278278278277867e+03,1.736846303730835039e+00,2.198847420523237339e+00
2.282282282282282267e+03,1.674340306072409135e+00,2.119714827487670039e+00
2.286286286286286213e+03,1.542850898721959796e+00,1.953249237782001213e+00
2.290290290290290159e+03,1.452269866748422178e+00,1.838573651303502476e+00
2.294294294294294559e+03,1.466180829673820352e+00,1.856184930367056563e+00
2.298298298298298050e+03,1.537578825352167611e+00,1.946574792895844341e+00
2.302302302302301996e+03,1.559959776477221949e+00,1.974909077020162940e+00
2.306306306306305942e+03,1.482498254609120769e+00,1.876842790335147004e+00
2.310310310310310342e+03,1.367391596426092759e+00,1.731117761075433581e+00
2.314314314314314288e+03,1.325721559060740962e+00,1.678363493770898218e+00
2.318318318318318234e+03,1.397693873964681366e+00,1.769480444439286648e+00
2.322322322322322179e+03,1.505652043648205707e+00,1.906155487258628378e+00
2.326326326326326125e+03,1.533068449142445333e+00,1.940864656614335715e+00
2.330330330330330071e+03,1.447029488021549959e+00,1.831939331835282347e+00
2.334334334334334017e+03,1.331977327008783130e+00,1.686283295993119546e+00
2.338338338338338417e+03,1.296121490201084026e+00,1.640889806594572287e+00
2.342342342342342363e+03,1.350952683314597280e+00,1.710306097076280230e+00
2.346346346346346309e+03,1.397141394075797516e+00,1.768781004899959708e+00
2.350350350350350254e+03,1.336631064880985598e+00,1.692174928139327683e+00
2.354354354354354200e+03,1.190758157034749187e+00,1.507499826805992482e+00
2.358358358358358146e+03,1.091666322994887306e+00,1.382049564911527417e+00
2.362362362362362092e+03,1.148553303917751123e+00,1.454068482759873104e+00
2.366366366366366037e+03,1.329189453346664607e+00,1.682753847936877545e+00
2.370370370370370438e+03,1.487043743619153480e+00,1.882597379421848460e+00
2.374374374374374383e+03,1.509651837271229757e+00,1.911219225985376857e+00
2.378378378378378329e+03,1.429476470752381045e+00,1.809717211972514450e+00
2.382382382382382275e+03,1.374831090272131018e+00,1.740536160284517964e+00
2.386386386386386221e+03,1.413565084538333849e+00,1.789573397025530754e+00
2.390390390390390166e+03,1.467349429302047259e+00,1.857664377496391905e+00
2.394394394394394112e+03,1.404841561852115062e+00,1.778529417304777871e+00
2.398398398398398513e+03,1.221553085566479790e+00,1.546486206327163382e+00
2.402402402402402458e+03,1.099129268159786399e+00,1.391497653490289643e+00
2.406406406406406404e+03,1.246609926561355497e+00,1.578208167026676101e+00
2.410410410410409895e+03,1.662501691671058879e+00,2.104727141655560629e+00
2.414414414414414296e+03,2.070220358007735406e+00,2.620898973237793417e+00
2.418418418418418241e+03,2.130768162793788889e+00,2.697552494096936648e+00
2.422422422422422187e+03,1.756336964652921662e+00,2.223522597250599198e+00
2.426426426426426588e+03,1.221378346734289577e+00,1.546264986965610655e+00
2.430430430430430533e+03,9.414948469364181616e-01,1.191932476221505555e+00
2.434434434434434024e+03,1.110598533175667146e+00,1.406017743000394615e+00
2.438438438438437970e+03,1.536637094026123140e+00,1.945382561037071856e+00
2.442442442442442371e+03,1.834931144740182374e+00,2.323022829241070841e+00
2.446446446446446316e+03,1.793445727340192475e+00,2.270502290812683732e+00
2.450450450450450262e+03,1.555390575364410388e+00,1.969124468411343587e+00
2.454454454454454208e+03,1.444155962421244777e+00,1.828301448425295961e+00
2.458458458458458608e+03,1.610698641724342739e+00,2.039144480423018102e+00
2.462462462462462099e+03,1.861855086873235532e+00,2.357108539981516593e+00
2.466466466466466045e+03,1.849227404166834177e+00,2.341121893675212284e+00
2.470470470470470445e+03,1.436969924696093859e+00,1.819203924665254934e+00
2.474474474474474391e+03,8.815406443274393933e-01,1.116030455718538317e+00
2.478478478478478337e+03,6.330749024856939799e-01,8.014728265468885615e-01
2.482482482482482283e+03,9.345416110898183693e-01,1.183129679639710163e+00
2.486486486486486683e+03,1.592671513870916877e+00,2.016322136560580791e+00
2.490490490490490174e+03,2.133127904285394116e+00,2.700539926825308967e+00
2.494494494494494120e+03,2.192791749001008039e+00,2.776074354235276598e+00
2.498498498498498066e+03,1.792252918602382783e+00,2.268992194950616881e+00
2.502502502502502466e+03,1.262990911874394717e+00,1.598946494432983645e+00
2.506506506506506412e+03,9.328986617514647417e-01,1.181049705777354353e+00
2.510510510510510358e+03,8.778740022107354157e-01,1.111388486798791098e+00
2.514514514514514303e+03,9.454722523229001085e-01,1.196967871440791642e+00
2.518518518518518249e+03,9.750057268858565163e-01,1.234357250237494430e+00
2.522522522522522195e+03,9.645839241329270397e-01,1.221163247952285813e+00
2.526526526526526141e+03,1.025990664051146695e+00,1.298904180688751797e+00
2.530530530530530541e+03,1.206238630704235648e+00,1.527098106471562300e+00
2.534534534534534487e+03,1.388157779167507044e+00,1.757407748426063954e+00
2.538538538538538432e+03,1.385559166518020247e+00,1.754117904811813844e+00
2.542542542542542378e+03,1.136920892033093100e+00,1.439341849313895860e+00
2.546546546546546324e+03,7.975805641195120588e-01,1.009736994175302272e+00
2.550550550550550270e+03,6.325886191149621141e-01,8.008571917995420675e-01
2.554554554554554215e+03,8.067943667713306510e-01,1.021401668332504675e+00
2.558558558558558161e+03,1.259727101685161665e+00,1.594814510733414847e+00
2.562562562562562562e+03,1.762970098503081839e+00,2.231920144704901521e+00
2.566566566566566507e+03,2.091106162446773276e+00,2.647340401657614972e+00
2.570570570570570453e+03,2.156913942959086672e+00,2.730653051786203545e+00
2.574574574574574399e+03,2.023817942201087572e+00,2.562153514826576828e+00
2.578578578578578345e+03,1.826488790390055295e+00,2.312334808633810024e+00
2.582582582582582290e+03,1.684465913836887596e+00,2.132533846917499698e+00
2.586586586586586236e+03,1.656644249687995396e+00,2.097311620105001939e+00
2.590590590590590637e+03,1.727951871682948504e+00,2.187587069550612995e+00
2.594594594594594582e+03,1.812749147136167416e+00,2.294940420274388160e+00
2.598598598598598528e+03,1.788712511908752134e+00,2.264510040076480379e+00
2.602602602602602019e+03,1.574569510246392134e+00,1.993404999971932545e+00
2.606606606606606420e+03,1.213486996228813730e+00,1.536274537225678305e+00
2.610610610610610365e+03,8.820491962691973109e-01,1.116674282476803892e+00
2.614614614614614311e+03,7.845614666608886623e-01,9.932548167926850136e-01
2.618618618618618711e+03,9.986063861356364590e-01,1.264235684847715868e+00
2.622622622622622657e+03,1.404894989016949980e+00,1.778597056095458706e+00
2.626626626626626603e+03,1.776401001222179143e+00,2.248923667547278793e+00
2.630630630630630094e+03,1.957167654806431623e+00,2.477774250984942306e+00
2.634634634634634494e+03,1.969966219331009016e+00,2.493977233673057459e+00
2.638638638638638440e+03,1.954473103300120584e+00,2.474362948777952376e+00
2.642642642642642386e+03,2.001734076219617187e+00,2.534195340494035609e+00
2.646646646646646332e+03,2.054209505291946236e+00,2.600629233699604193e+00
2.650650650650650732e+03,1.974848050479500072e+00,2.500157631907047318e+00
2.654654654654654678e+03,1.715022804286690183e+00,2.171218870226949704e+00
2.658658658658658169e+03,1.405191904246176238e+00,1.778972950775659090e+00
2.662662662662662569e+03,1.264895666850469169e+00,1.601357914232693913e+00
